1.1.7.01.01.01.001;Aspal
1.3.1.01.01.04.006;Tanah Bangunan Puskesmas/Posyandu
1.3.1.01.01.04.007;Tanah Bangunan Poliklinik
1.3.1.01.01.04.008;Tanah Bangunan Laboratorium
1.3.1.01.01.04.009;Tanah Bangunan Fumigasi/Sterilisasi
1.3.1.01.01.04.010;Tanah Bangunan Karantina
1.3.1.01.01.04.011;Tanah Bangunan Bangsal Pengolahan/Pondok Kerja
1.3.1.01.01.04.012;Tanah Bangunan Kandang Hewan
1.3.1.01.01.04.013;Tanah Bangunan Bangunan Pembibitan
1.3.1.01.01.04.014;Tanah Bangunan Rumah Pendingin
1.3.1.01.01.04.015;Tanah Bangunan Rumah Pengeringan
1.3.1.01.01.04.016;Tanah Bangunan Stasiun Penelitian
1.3.1.01.01.04.017;Tanah Bangunan Gedung Pelelangan Ikan
1.3.1.01.01.04.018;Tanah Bangunan Pos Jaga/Menara Jaga
1.3.1.01.01.04.019;Tanah Bangunan Menara Pengawas/Tower/Lalu Lintas Darat,Laut,Udara
1.3.1.01.01.04.020;Tanah Bangunan Gedung Perpustakaan
1.3.1.01.01.04.021;Tanah Bangunan Gedung Pengujian Kelaikan
1.3.1.01.01.04.022;Tanah Bangunan Gedung Oceanorium/Ebservatorium
1.3.1.01.01.04.023;Tanah Bangunan Gedung Pemotongan Hewan
1.3.1.01.01.04.024;Tanah Bangunan Gedung Pembakaran Bangkai Hewan
1.3.1.01.01.04.025;Tanah Bangunan Perawatan Kereta Api (Depo)
1.3.1.01.01.04.026;Tanah Untuk Bangunan Tempat Kerja Lainnya
1.3.1.01.01.05.001;Tanah Untuk Bangunan Sarana Olah Raga Tertutup
1.3.1.01.01.05.002;Tanah Untuk Bangunan Gedung Sarana Olah Raga Terbuka
1.3.1.01.01.05.003;Tanah Untuk Bangunan Gedung Sarana Olah Raga Lainnya
1.3.1.01.01.06.001;Tanah Untuk Bangunan Masjid
1.3.1.01.01.06.002;Tanah Untuk Bangunan Gereja
1.3.1.01.01.06.003;Tanah Untuk Bangunan Pura
1.3.1.01.01.06.004;Tanah Untuk Bangunan Vihara
1.3.1.01.01.06.005;Tanah Untuk Bangunan Klenteng/Kuil
1.3.1.01.01.06.006;Tanah Untuk Bangunan Krematorium
1.3.1.01.01.06.007;Tanah Untuk Bangunan Tempat Ibadah Lainnya
1.3.1.01.01.07.001;Tanah Persil Lainnya
1.3.1.01.02.01.001;Tanah Rawa
1.3.1.01.02.01.002;Tanah Danau/Situ/Embung
1.3.1.01.02.01.003;Tanah Tambak/Empang/Kolam Ikan/Akuarium
1.3.1.01.02.01.004;Tanah Waduk
1.3.1.01.02.01.005;Tanah Sawah Irigasi
1.3.1.01.02.01.006;Tanah Aliran Sungai
1.3.1.01.02.01.007;Tanah Muara
1.3.1.01.02.01.008;Daerah Aliran Sungai (Das)
1.3.1.01.02.01.009;Daerah Sempadan Sumber Air
1.3.1.01.02.01.010;Tanah Basah Lainnya
1.3.1.01.02.02.001;Tanah Tegalan
1.3.1.01.02.02.002;Tanah Kosong Yang Sudah Diperuntukkan
1.3.1.01.02.02.003;Tanah Hasil Reklamasi
1.3.1.01.02.02.004;Tanah Kering Lainnya
1.3.1.01.02.03.001;Tanah Kebun Entres
1.3.1.01.02.03.002;Tanah Kebun Induk
1.3.1.01.02.03.003;Tanah Kebun Percobaan
1.3.1.01.02.03.004;Tanah Perkebunan Lainnya
1.3.1.01.02.04.001;Tanah Hutan Produksi
1.3.1.01.02.04.002;Tanah Hutan Cadangan
1.3.1.01.02.04.003;Tanah Hutan Lindung
1.3.1.01.02.04.004;Tanah Hutan Cagar Alam
1.3.1.01.02.04.005;Tanah Hutan Wisata
1.3.1.01.02.04.006;Tanah Hutan Taman Burung
1.3.1.01.02.04.007;Tanah Hutan Suaka Marga Satwa
1.3.1.01.02.04.008;Tanah Hutan Taman Nasional
1.3.1.01.02.04.009;Tanah Hutan Diklat
1.3.1.01.02.04.010;Tanah Hutan Lainnya
1.3.1.01.02.05.001;Tanah Tandus Berbatu-Batu
1.3.1.01.02.05.002;Tanah Tandus Bekas Tambang/Galian
1.3.1.01.02.05.003;Tanah Tandus Berpasir/Pasir
1.3.1.01.02.05.004;Tanah Tandus Pengambilan/Kuari
1.3.1.01.02.05.005;Tanah Tandus Lainnya
1.3.1.01.02.06.001;Tanah Padang Alang-Alang
1.3.1.01.02.06.002;Tanah Padang Rumput
1.3.1.01.02.06.003;Tanah Padang Semak Belukar
1.3.1.01.02.06.004;Tanah Padang Alang-Alang/Rumput Lainnya
1.3.1.01.02.07.001;Tanah Usaha
1.3.1.01.02.07.002;Tanah Pertanian Lainnya
1.3.1.01.02.08.001;Intan
1.3.1.01.02.08.002;Emas
1.3.1.01.02.08.003;Perak
1.3.1.01.02.08.004;Nikel
1.3.1.01.02.08.005;Timah
1.3.1.01.02.08.006;Uranium
1.3.1.01.02.08.007;Tembaga
1.3.1.01.02.08.008;Minyak Bumi
1.3.1.01.02.08.009;Batu Bara
1.3.1.01.02.08.010;Koslin
1.3.1.01.02.08.011;Batu Bara Berharga
1.3.1.01.02.08.012;Pasir Berharga
1.3.1.01.02.08.013;Tanah Pertambangan Lainnya
1.3.1.01.02.09.001;Tanah Non Persil Lainnya
1.3.1.01.03.01.001;Tanah Lapangan Tenis
1.3.1.01.03.01.002;Tanah Lapangan Basket
1.3.1.01.03.01.003;Tanah Lapangan Badminton/Bulutangkis
1.3.1.01.03.01.004;Tanah Lapangan Golf
1.3.1.01.03.01.005;Tanah Lapangan Sepak Bola
1.3.1.01.03.01.006;Tanah Lapangan Bola Volly
1.3.1.01.03.01.007;Tanah Lapangan Sepak Takraw
1.3.1.01.03.01.008;Tanah Lapangan Pacuan Kuda
1.3.1.01.03.01.009;Tanah Lapangan Balap Sepeda
1.3.1.01.03.01.010;Tanah Lapangan Atletik
1.3.1.01.03.01.011;Tanah Lapangan Softball
1.3.1.01.03.01.012;Tanah Lapangan Hockey
1.3.1.01.03.01.013;Tanah Lapangan Balap Mobil
1.3.1.01.03.01.014;Tanah Lapangan Balap Motor
1.3.1.01.03.01.015;Tanah Lapangan Renang
1.3.1.01.03.01.016;Tanah Lapangan Futsal
1.3.1.01.03.01.017;Tanah Lapangan Senam
1.3.1.01.03.01.018;Tanah Lapangan Bela Diri
1.3.1.01.03.01.019;Tanah Lapangan Polo Air
1.3.1.01.03.01.020;Tanah Lapangan Hokki
1.3.1.01.03.01.021;Tanah Lapangan Tembak
1.3.1.01.03.01.022;Tanah Lapangan Halang Rintang
1.3.1.01.03.01.023;Tanah Lapangan Tembak Senjata Berat
1.3.1.01.03.01.024;Tanah Lapangan Tembak Darat Ke Udara
1.3.1.01.03.01.025;Tanah Lapangan Olah Raga Lainnya
1.3.1.01.03.02.001;Tanah Lapangan Parkir Konstruksi Beton
1.3.1.01.03.02.002;Tanah Lapangan Parkir Konstruksi Aspal
1.3.1.01.03.02.003;Tanah Lapangan Parkir Sirtu (Pasir Batu)
1.3.1.01.03.02.004;Tanah Lapangan Parkir Konblok
1.3.1.01.03.02.005;Tanah Lapangan Parkir Tanah Keras
1.3.1.01.03.02.006;Tanah Lapangan Apel/Upacara
1.3.1.01.03.02.007;Tanah Lapangan Parkir Lainnya
1.3.1.01.03.03.001;Tanah Lapangan Penimbunan Barang Belum Diolah
1.3.1.01.03.03.002;Tanah Lapangan Penimbunan Barang Jadi
1.3.1.01.03.03.003;Tanah Lapangan Penimbunan Pembuangan Sampah
1.3.1.01.03.03.004;Tanah Lapangan Penimbunan Bahan Bangunan
1.3.1.01.03.03.005;Tanah Lapangan Penimbunan Barang Bukti
1.3.1.01.03.03.006;Tanah Lapangan Penimbunan Barang Lainnya
1.3.1.01.03.03.007;Tanah Lapangan Penimbunan Barang Konstruksi Beton
1.3.1.01.03.03.008;Tanah Lapangan Penimbunan Barang Konstruksi Aspal
1.3.1.01.03.03.009;Tanah Lapangan Penimbunan Barang Konstruksi Tanah
1.3.1.01.03.03.010;Tanah Lapangan Penimbunan Barang Lainnya
1.3.1.01.03.04.001;Tanah Lapangan Pemancar Tv/Radio/Radar
1.3.1.01.03.04.002;Tanah Lapangan Studio Alam
1.3.1.01.03.04.003;Tanah Lapangan Pemancar Dan Studio Alam Lainnya
1.3.1.01.03.05.001;Tanah Lapangan Pengujian Kendaraan Bermotor
1.3.1.01.03.05.002;Tanah Lapangan Pengolahan Bahan Bangunan
1.3.1.01.03.05.003;Tanah Lapangan Pengujian/Pengolahan Lainnya
1.3.1.01.03.06.001;Tanah Lapangan Terbang Perintis
1.3.1.01.03.06.002;Tanah Lapangan Terbang Komersial
1.3.1.01.03.06.003;Tanah Lapangan Terbang Khusus/Militer
1.3.1.01.03.06.004;Tanah Lapangan Terbang Olah Raga
1.3.1.01.03.06.005;Tanah Lapangan Terbang Pendidikan
1.3.1.01.03.06.006;Tanah Lapangan Terbang Latihan Penerjunan
1.3.1.01.03.06.007;Tanah Lapangan Tembak Udara (Air Weapon Range/Awr)
1.3.1.01.03.06.008;Tanah Lapangan Terbang Lainnya
1.3.1.01.03.07.001;Tanah Untuk Jalan Nasional
1.3.1.01.03.07.002;Tanah Untuk Jalan Propinsi
1.3.1.01.03.07.003;Tanah Untuk Jalan Kabupaten
1.3.1.01.03.07.004;Tanah Untuk Jalan Kotamadya
1.3.1.01.03.07.005;Tanah Untuk Jalan Desa
1.3.1.01.03.07.006;Tanah Untuk Jalan Tol
1.3.1.01.03.07.007;Tanah Untuk Jalan Kereta Api/Lori
1.3.1.01.03.07.008;Tanah Untuk Jalan Landasan Pacu Pesawat Terbang
1.3.1.01.03.07.009;Tanah Untuk Jalan Khusus/Komplek
1.3.1.01.03.07.010;Tanah Untuk Jembatan
1.3.1.01.03.07.011;Tanah Untuk Jalan Lainnya
1.3.1.01.03.08.001;Tanah Untuk Bangunan Air Irigasi
1.3.1.01.03.08.002;Tanah Untuk Bangunan Pengairan Pasang Surut
1.3.1.01.03.08.003;Tanah Untuk Bangunan Pengembangan Rawa Dan Polder
1.3.1.01.03.08.004;Tanah Untuk Bangunan Pengaman Sungai Dan Penanggulangan Bencana Alam
1.3.1.01.03.08.005;Tanah Untuk Bangunan Pengembangan Sumber Air Dan Air Tanah
1.3.1.01.03.08.006;Tanah Untuk Bangunan Air Bersih/Air Baku
1.3.1.01.03.08.007;Tanah Untuk Bangunan Air Kotor
1.3.1.01.03.08.008;Tanah Untuk Bangunan Hatchery
1.3.1.01.03.08.009;Tanah Untuk Bangunan Air Lainnya
1.3.1.01.03.09.001;Tanah Untuk Bangunan Instalasi Air Bersih/Air Baku
1.3.1.01.03.09.002;Tanah Untuk Bangunan Instalasi Air Kotor/Air Limbah
1.3.1.01.03.09.003;Tanah Untuk Bangunan Instalasi Pengolahan Sampah
1.3.1.01.03.09.004;Tanah Untuk Bangunan Instalasi Pengolahan Bahan Bangunan
1.3.1.01.03.09.005;Tanah Untuk Bangunan Instalasi Listrik
1.3.1.01.03.09.006;Tanah Untuk Bangunan Instalasi Gardu Listrik
1.3.1.01.03.09.007;Tanah Untuk Bangunan Instalasi Pengolahan Limbah
1.3.1.01.03.09.008;Tanah Untuk Bangunan Instalasi Pertahanan
1.3.1.01.03.09.009;Tanah Untuk Bangunan Instalasi Lainnya
1.3.1.01.03.10.001;Tanah Untuk Bangunan Jaringan Air Bersih/Air Baku
1.3.1.01.03.10.002;Tanah Untuk Bangunan Jaringan Komunikasi
1.3.1.01.03.10.003;Tanah Untuk Bangunan Jaringan Listrik
1.3.1.01.03.10.004;Tanah Untuk Bangunan Jaringan Gas/Bbm
1.3.1.01.03.10.005;Tanah Untuk Bangunan Jaringan Lainnya
1.3.1.01.03.11.001;Tanah Untuk Monumen
1.3.1.01.03.11.002;Tanah Untuk Tugu Peringatan
1.3.1.01.03.11.003;Tanah Untuk Tugu Batas Wilayah
1.3.1.01.03.11.004;Tanah Untuk Candi
1.3.1.01.03.11.005;Tanah Untuk Bangunan Museum
1.3.1.01.03.11.006;Tanah Untuk Bangunan Rumah Adat
1.3.1.01.03.11.007;Tanah Untuk Bangunan Bersejarah Lainnya
1.3.1.01.03.12.001;Tanah Untuk Makam Pahlawan
1.3.1.01.03.12.002;Tanah Untuk Makam Muslim
1.3.1.01.03.12.003;Tanah Untuk Makam Kristen
1.3.1.01.03.12.004;Tanah Untuk Makam Hindu/Budha/China
1.3.1.01.03.12.005;Tanah Untuk Makam Umum
1.3.1.01.03.12.006;Tanah Untuk Makam Bersejarah
1.3.1.01.03.12.007;Tanah Untuk Makam Lainnya
1.3.1.01.03.13.001;Tanah Lapangan Taman Peralatan Perambuan Pantai
1.3.1.01.03.13.002;Tanah Lapangan Taman Peralatan Meteo Dan Geofisika
1.3.1.01.03.13.003;Tanah Untuk Taman Lainnya
1.3.1.01.03.14.001;Tanah Untuk Latihan Tempur
1.3.1.01.03.14.002;Tanah Untuk Latihan Lainnya
1.3.1.01.03.15.001;Tanah Untuk Pertahanan Pantai
1.3.1.01.03.15.002;Tanah Untuk Benteng Pertahanan
1.3.1.01.03.15.003;Tanah Daerah Pertahanan Pos Pamtas
1.3.1.01.03.15.004;Tanah Daerah Pertahanan Lainnya
1.3.1.01.03.16.001;Tanah Lapangan Untuk Parade / Devile
1.3.1.01.03.16.002;Tanah Lapangan Pbb Lainnya
1.3.1.01.03.17.001;Tanah Kampung
1.3.1.01.03.17.002;Tanah Kampung Lainnya
1.3.1.01.03.18.001;Emplasment
1.3.1.01.03.18.002;Emplasment Lainnya
1.3.1.01.03.19.001;Lapangan Lainnya
1.3.2.01.01.01.001;Crawler Tractor + Attachment
1.3.2.01.01.01.002;Wheel Tractor + Attachment
1.3.2.01.01.01.003;Swamp Tractor + Attachment
1.3.2.01.01.01.004;Prime Mower
1.3.2.01.01.01.005;Aircraft Towing Tractor
1.3.2.01.01.01.006;Towing Bar
1.3.2.01.01.01.007;Bulldozer
1.3.2.01.01.01.008;Wheel Dozer
1.3.2.01.01.01.009;Tractor Lainnya
1.3.2.01.01.02.001;Grader + Attachment
1.3.2.01.01.02.002;Grader Towed Type
1.3.2.01.01.02.003;Buldozer
1.3.2.01.01.02.004;Draiglines
1.3.2.01.01.02.005;Sloveldozer
1.3.2.01.01.02.006;Grader Lainnya
1.3.2.01.01.03.001;Crawler Excavator + Attachment
1.3.2.01.01.03.002;Wheel Excavator + Attachment
1.3.2.01.01.03.003;Excavator Lainnya
1.3.2.01.01.04.001;Diesel Pile Driver
1.3.2.01.01.04.002;Pneumatic Pile Driver
1.3.2.01.01.04.003;Vibration Pile Driver
1.3.2.01.01.04.004;Pile Driver Lainnya
1.3.2.01.01.05.001;Self Propelled Scraper
1.3.2.01.01.05.002;Towed Scraper
1.3.2.01.01.05.003;Dump Truck
1.3.2.01.01.05.004;Dump Wagon
1.3.2.01.01.05.005;Lori
1.3.2.01.01.05.006;Hauler Lainnya
1.3.2.01.01.06.001;Asphalt Mixing Plant
1.3.2.01.01.06.002;Asphalt Finisher
1.3.2.01.01.06.003;Asphalt Distributor
1.3.2.01.01.06.004;Asphalt Heater
1.3.2.01.01.06.005;Asphalt Tanker
1.3.2.01.01.06.006;Asphalt Sprayer
1.3.2.01.01.06.007;Asbuton Dryer
1.3.2.01.01.06.008;Asphalt Recycle
1.3.2.01.01.06.009;Cold Milling Machine
1.3.2.01.01.06.010;Asphalt Mixer
1.3.2.01.01.06.011;Bitumen / Asphalt Test
1.3.2.01.01.06.012;Asphalt Equipment Lainnya
1.3.2.01.01.07.001;Macadan Roller/Three Wheel Roler
1.3.2.01.01.07.002;Tandam Roller
1.3.2.01.01.07.003;Mesh Roller
1.3.2.01.01.07.004;Vibration Roller
1.3.2.01.01.07.005;Tyre Roller
1.3.2.01.01.07.006;Soil Stabilizer
1.3.2.01.01.07.007;Sheepfoot/Tamping Roller
1.3.2.01.01.07.008;Stamper
1.3.2.01.01.07.009;Vibration Plate
1.3.2.01.01.07.010;Pemadat Sampah
1.3.2.01.01.07.011;Truck & Bush Tyre
1.3.2.01.01.07.012;Compacting Equipment Lainnya
1.3.2.01.01.08.001;Stone Crushing Plant
1.3.2.01.01.08.002;Screening Classifier
1.3.2.01.01.08.003;Stone Chuser
1.3.2.01.01.08.004;Aggregate Washer
1.3.2.01.01.08.005;Batching Plant
1.3.2.01.01.08.006;Concrete Finisher
1.3.2.01.01.08.007;Concrete Pump
1.3.2.01.01.08.008;Concrete Lift
1.3.2.01.01.08.009;Concrete Prestres
1.3.2.01.01.08.010;Concrete Cutter
1.3.2.01.01.08.011;Concrete Mixer
1.3.2.01.01.08.012;Concrete Vibrator
1.3.2.01.01.08.013;Concrete Breaker
1.3.2.01.01.08.014;Aggregate/Chip Spreader
1.3.2.01.01.08.015;Grauting Machine
1.3.2.01.01.08.016;Concrete Mould
1.3.2.01.01.08.017;Pipe Plant Equipment
1.3.2.01.01.08.018;Concrete Mixer Tandem
1.3.2.01.01.08.019;Onion Head Machine
1.3.2.01.01.08.020;Pan Mixer
1.3.2.01.01.08.021;Asbuton Mixer
1.3.2.01.01.08.022;Paddle Mixer
1.3.2.01.01.08.023;Asphalt Buton Crusher
1.3.2.01.01.08.024;Rock Drill
1.3.2.01.01.08.025;Aggregate And Concrete Equipment Lainnya
1.3.2.01.01.09.001;Track Loader + Attachment
1.3.2.01.01.09.002;Wheel Loader + Attachment
1.3.2.01.01.09.003;Main Deck Loader
1.3.2.01.01.09.004;Conveyor Belt Truck
1.3.2.01.01.09.005;High Lift Loader
1.3.2.01.01.09.006;Backhoe Loader
1.3.2.01.01.09.007;Loader Lainnya
1.3.2.01.01.10.001;Tower Crane
1.3.2.01.01.10.002;Truck Mounted Crane
1.3.2.01.01.10.003;Truck Crane
1.3.2.01.01.10.004;Wheel Crane
1.3.2.01.01.10.005;Forklift
1.3.2.01.01.10.006;Fortal Crane
1.3.2.01.01.10.007;Crawler Crane
1.3.2.01.01.10.008;Container Crane
1.3.2.01.01.10.009;Transtainer
1.3.2.01.01.10.010;Travelt Container Stacker
1.3.2.01.01.10.011;Top Loader
1.3.2.01.01.10.012;Rail Lifter
1.3.2.01.01.10.013;Track Motor Car
1.3.2.01.01.10.014;Salvage Pesawat Udara
1.3.2.01.01.10.015;Hand Palet Truck
1.3.2.01.01.10.016;Crane Shovel 20 T
1.3.2.01.01.10.017;Shop Wood Working Crane Shovel 20 T
1.3.2.01.01.10.018;Alat Pengangkat Lainnya
1.3.2.01.01.11.001;Mesin Pembuat Pellet
1.3.2.01.01.11.002;Mesin Pembuat Es
1.3.2.01.01.11.003;Mesin Penghancur Es
1.3.2.01.01.11.004;Water Treatment (Mesin Proses)
1.3.2.01.01.11.005;Sea Water Treatment
1.3.2.01.01.11.006;Mesin Pengolah Dodol
1.3.2.01.01.11.007;Mesin Proses Lainnya
1.3.2.01.01.12.001;Alat Besar Darat Lainnya
1.3.2.01.02.01.001;Suction Dredger
1.3.2.01.02.01.002;Bucket Dredger
1.3.2.01.02.01.003;Cutter Suction Dredger
1.3.2.01.02.01.004;Dredger Lainnya
1.3.2.01.02.02.001;Floating Excavator + Attachment
1.3.2.01.02.02.002;Floating Crane
1.3.2.01.02.02.003;Floating Pump
1.3.2.01.02.02.004;Floating Excavator Lainnya
1.3.2.01.02.03.001;Plain Suction
1.3.2.01.02.03.002;Cutter (Amphibi Dredger)
1.3.2.01.02.03.003;Clamshell / Dragline
1.3.2.01.02.03.004;Amphibi Dredger Lainnya
1.3.2.01.02.04.001;Kapal Tarik
1.3.2.01.02.04.002;Kapal Tarik Lainnya
1.3.2.01.02.05.001;Water Treatment (Mesin Proses Apung)
1.3.2.01.02.05.002;Mesin Proses Apung Lainnya
1.3.2.01.02.06.001;Alat Besar Apung Lainnya
1.3.2.01.03.01.001;Alat Penarik Kapal
1.3.2.01.03.01.002;Alat Penarik Jaring
1.3.2.01.03.01.003;Alat Penarik Lainnya
1.3.2.01.03.02.001;Elevator /Lift
1.3.2.01.03.02.002;Belt Conveyor (Feeder)
1.3.2.01.03.02.003;Screw Conveyor (Feeder)
1.3.2.01.03.02.004;Escalator
1.3.2.01.03.02.005;Gandola
1.3.2.01.03.02.006;Elevator (Feeder)
1.3.2.01.03.02.007;Gangway
1.3.2.01.03.02.008;Feeder Lainnya
1.3.2.01.03.03.001;Transportable Compressor
1.3.2.01.03.03.002;Portable Compressor
1.3.2.01.03.03.003;Stationary Compressor
1.3.2.01.03.03.004;Air Compresor
1.3.2.01.03.03.005;Compressor Pneumatic Tool 25 Gmp
1.3.2.01.03.03.006;Compressor Lainnya
1.3.2.01.03.04.001;Transportable Generating Set
1.3.2.01.03.04.002;Portable Generating Set
1.3.2.01.03.04.003;Stationary Generating Set
1.3.2.01.03.04.004;Dynamo Electric
1.3.2.01.03.04.005;Electric Generating Set Lainnya
1.3.2.01.03.05.001;Transportable Water Pump
1.3.2.01.03.05.002;Portable Water Pump
1.3.2.01.03.05.003;Stationary Water Pump
1.3.2.01.03.05.004;Pompa Lumpur
1.3.2.01.03.05.005;Sumersible Pump
1.3.2.01.03.05.006;Pompa Tangan
1.3.2.01.03.05.007;Pompa Angin
1.3.2.01.03.05.008;Pompa Bensin/Minyak Stationery
1.3.2.01.03.05.009;Pompa Bensin/Minyak Transportable
1.3.2.01.03.05.010;Pompa Air
1.3.2.01.03.05.011;Water Distributor
1.3.2.01.03.05.012;Water Purification
1.3.2.01.03.05.013;Pompa Lainnya
1.3.2.01.03.06.001;Mesin Bor Batu
1.3.2.01.03.06.002;Mesin Bor Tanah
1.3.2.01.03.06.003;Mesin Bor Beton
1.3.2.01.03.06.004;Mesin Bor Lainnya
1.3.2.01.03.07.001;Mobil Workshop
1.3.2.01.03.07.002;Service Car
1.3.2.01.03.07.003;Floating Workshop
1.3.2.01.03.07.004;Road Maintenance Truck
1.3.2.01.03.07.005;Sweeper Truck
1.3.2.01.03.07.006;Wreck Car
1.3.2.01.03.07.007;Leak Detector (Unit Pemeliharaan Lapangan)
1.3.2.01.03.07.008;Pipe Locator
1.3.2.01.03.07.009;Metal Locator
1.3.2.01.03.07.010;Mesin Diesel
1.3.2.01.03.07.011;Ketle Heating
1.3.2.01.03.07.012;Sweeper Penghisap Oli
1.3.2.01.03.07.013;Fuel Tank
1.3.2.01.03.07.014;Grass Colector
1.3.2.01.03.07.015;Mesin Pemotong Aspal (Draging)
1.3.2.01.03.07.016;Sweeper Rotary
1.3.2.01.03.07.017;Earth Vager Truck
1.3.2.01.03.07.018;Scrapper
1.3.2.01.03.07.019;Roster
1.3.2.01.03.07.020;Shop Truck Equipment
1.3.2.01.03.07.021;Unit Pemeliharaan Lapangan Lainnya
1.3.2.01.03.08.001;Unit Pengolahan Air Kotor
1.3.2.01.03.08.002;Alat Pengolahan Air Kotor Lainnya
1.3.2.01.03.09.001;Unit Pembangkit Uap Air Panas
1.3.2.01.03.09.002;Pembangkit Uap Air Panas/Steam Generator Lainnya
1.3.2.01.03.10.001;Ground Power Unit
1.3.2.01.03.10.002;Rotarry Movers Soneca K.38
1.3.2.01.03.10.003;Air Start Unit/Air Pressure Unit
1.3.2.01.03.10.004;Heavy Duty Electric Drill Capacity
1.3.2.01.03.10.005;A/C Towing Car
1.3.2.01.03.10.006;Runway Sweeper
1.3.2.01.03.10.007;Hanggar Sweeper
1.3.2.01.03.10.008;Bomb Lift Truck
1.3.2.01.03.10.009;Engine Washer Water Spray
1.3.2.01.03.10.010;Hydraulic Test Stand
1.3.2.01.03.10.011;Rectifier (Air Port Maintenance Equipment/Alat Bantu Penerbangan)
1.3.2.01.03.10.012;Flood Light
1.3.2.01.03.10.013;Early Warning.>300Nm
1.3.2.01.03.10.014;Surveilance/Iff 250-300 Nm
1.3.2.01.03.10.015;Ground Control Int
1.3.2.01.03.10.016;Jack
1.3.2.01.03.10.017;Cradle
1.3.2.01.03.10.018;Dolly
1.3.2.01.03.10.019;Stand
1.3.2.01.03.10.020;Towing Bar Univeral
1.3.2.01.03.10.021;Nitrogen Servicing
1.3.2.01.03.10.022;Botol Angine
1.3.2.01.03.10.023;Leak Bak
1.3.2.01.03.10.024;Wheel Chock (Air Port Maintenance Equipment/Alat Bantu Penerbangan
1.3.2.01.03.10.025;Engine Screen
1.3.2.01.03.10.026;Air Port Maintenance Equipment/Alat Bantu Penerbangan Lainnya
1.3.2.01.03.11.001;Mesin Tatoo Hewan
1.3.2.01.03.11.002;Mesin Tatoo Lainnya
1.3.2.01.03.12.001;Backpack Pump (Pompa Punggung Besar)
1.3.2.01.03.12.002;Floating Fire Pump (Pompa Punggung Kecil)
1.3.2.01.03.12.003;Pompa Portable
1.3.2.01.03.12.004;Jet Shooter
1.3.2.01.03.12.005;Golok Pemadam
1.3.2.01.03.12.006;Blade Shovel (Sekop Pemadam)
1.3.2.01.03.12.007;Sumbut
1.3.2.01.03.12.008;Veld Bed
1.3.2.01.03.12.009;Ransel Pemadam
1.3.2.01.03.12.010;Full Body Harness
1.3.2.01.03.12.011;Sit Harness
1.3.2.01.03.12.012;Figure
1.3.2.01.03.12.013;Ascender
1.3.2.01.03.12.014;Scroll Lock
1.3.2.01.03.12.015;Perlengkapan Rescue
1.3.2.01.03.12.016;Automatic Snap Hook
1.3.2.01.03.12.017;Tangga Tali
1.3.2.01.03.12.018;Nozel Tabir Alumunium
1.3.2.01.03.12.019;Nozel Kuningan Pernekel
1.3.2.01.03.12.020;Selang Air
1.3.2.01.03.12.021;Breathing Aparatus (Tabung 10 Kg)
1.3.2.01.03.12.022;Gepyok Pemadam
1.3.2.01.03.12.023;Fire Rake (Garu Tajam)
1.3.2.01.03.12.024;Pulaski Axe (Kapak Dua Fungsi)
1.3.2.01.03.12.025;Fire Tool (Garu Pacul/ Cangkul)
1.3.2.01.03.12.026;Sabit Semak
1.3.2.01.03.12.027;Flapper (Pemukul Api)
1.3.2.01.03.12.028;Drip Torch (Obor Sulut Tetes)
1.3.2.01.03.12.029;Files (Kikir Baja)
1.3.2.01.03.12.030;Kaca Mata (Lensa Tahan Panas)
1.3.2.01.03.12.031;Kopel Rem
1.3.2.01.03.12.032;Felpes
1.3.2.01.03.12.033;Kantong Air
1.3.2.01.03.12.034;Batang Pompa
1.3.2.01.03.12.035;Perlengkapan Kebakaran Hutan Lainnya
1.3.2.01.03.13.001;Tanks (Tabung Selam)
1.3.2.01.03.13.002;Sepatu Karang
1.3.2.01.03.13.003;Knives (Pisau Selam)
1.3.2.01.03.13.004;Dive Lights (Senter Selam)
1.3.2.01.03.13.005;Regulator Instruments
1.3.2.01.03.13.006;Bouyancy Compensator Device (Bcd)
1.3.2.01.03.13.007;Belt (Sabuk Pemberat)
1.3.2.01.03.13.008;Weight (Pemberat)
1.3.2.01.03.13.009;Diving Gloves (Sarung Tangan Selam)
1.3.2.01.03.13.010;Kompresor Selam
1.3.2.01.03.13.011;Pelampung Life Jacket
1.3.2.01.03.13.012;Tas Selam
1.3.2.01.03.13.013;Baju Selam
1.3.2.01.03.13.014;Peralatan Selam Lainnya
1.3.2.01.03.14.001;Tali Kamantel Static
1.3.2.01.03.14.002;Tali Kamantel Dinamic
1.3.2.01.03.14.003;Raincoat (Ponco)
1.3.2.01.03.14.004;Seat Harness
1.3.2.01.03.14.005;Prusik
1.3.2.01.03.14.006;Jummar
1.3.2.01.03.14.007;Pulley
1.3.2.01.03.14.008;Descender Figure Og Eight
1.3.2.01.03.14.009;Carabiner Non Screw
1.3.2.01.03.14.010;Webbing
1.3.2.01.03.14.011;Tandu Lipat
1.3.2.01.03.14.012;Peralatan Sar Mountenering Lainnya
1.3.2.01.03.15.001;Voice Recorder Watch (Das W 007)
1.3.2.01.03.15.002;Spy Hidden Camera
1.3.2.01.03.15.003;Spy Camera Type Springkle
1.3.2.01.03.15.004;Detector Camera Scanner
1.3.2.01.03.15.005;Peralatan Intelejen Lainnya
